mort,category,geography,year,sex,deaths,population,crude_rate_per_100000,age_standardised_rate_per_100000,rate_ratio,premature_deaths,premature_deaths_percent,premature_deaths_asr_per_100000,potential_years_of_life_lost,pyll_rate_per_1000,potentially_avoidable_deaths,pad_percent,pad_asr_per_100000,median_age
SA321601,Statistical Area Level 3 (SA3),Campaspe,2021,Males,207,"19,165",1080.1,639.4,1.07,60,29,234,884,51.5,28,46.7,108.1,80.8
SA321602,Statistical Area Level 3 (SA3),Moira,2017,Males,177,"14,916",1186.6,700.3,1.12,51,28.8,263.2,744,55.7,29,54.7,165.6,81.5
SA321602,Statistical Area Level 3 (SA3),Moira,2018,Males,156,"15,014",1039,615.4,1.02,61,39.1,299.7,952,70.9,34,52.3,193.1,79.5
SA321602,Statistical Area Level 3 (SA3),Moira,2019,Males,191,"15,093",1265.5,745.4,1.18,71,37.2,368.5,999,74.3,36,55.4,191.8,80.9
SA321602,Statistical Area Level 3 (SA3),Moira,2020,Males,163,"15,162",1075.1,564.7,0.97,53,32.5,216.2,576,42.8,24,45.3,106.8,80.1
SA321602,Statistical Area Level 3 (SA3),Moira,2021,Males,177,"15,198",1164.6,652.8,1.09,66,37.3,325.2,908,67.8,35,53,176.6,80.3
SA321603,Statistical Area Level 3 (SA3),Shepparton,2017,Males,247,"32,901",750.7,630.5,1.01,101,40.9,285.2,"1,669",54.5,46,43.8,133,78.6
SA321603,Statistical Area Level 3 (SA3),Shepparton,2018,Males,249,"33,319",747.3,619.7,1.03,101,40.6,274.7,"1,505",48.5,58,54.2,167.6,78.1
SA321603,Statistical Area Level 3 (SA3),Shepparton,2019,Males,329,"33,740",975.1,811.4,1.29,128,38.9,360.6,"2,390",76.2,71,60.2,204.7,79.9
SA321603,Statistical Area Level 3 (SA3),Shepparton,2020,Males,288,"34,057",845.6,672.7,1.15,113,39.2,295.4,"1,849",58.6,56,49.6,148.8,80.1
SA321603,Statistical Area Level 3 (SA3),Shepparton,2021,Males,293,"34,122",858.7,669.6,1.12,120,41,310.7,"1,946",61.8,57,47.5,148.4,77.8
SA321701,Statistical Area Level 3 (SA3),Glenelg - Southern Grampians,2017,Males,190,"17,902",1061.3,692.4,1.11,75,39.5,307.8,"1,066",65.2,39,50.6,163.2,80.3
SA321701,Statistical Area Level 3 (SA3),Glenelg - Southern Grampians,2018,Males,177,"17,985",984.2,620.3,1.03,62,35,238,818,50,38,59.4,143,80.9
SA321701,Statistical Area Level 3 (SA3),Glenelg - Southern Grampians,2019,Males,204,"18,083",1128.1,727.2,1.15,78,38.2,315,"1,159",70.4,36,48.6,157.3,79.6
SA321701,Statistical Area Level 3 (SA3),Glenelg - Southern Grampians,2020,Males,180,"18,165",990.9,630.1,1.08,78,43.3,308.5,"1,141",69.3,46,59,185.2,77.5
SA321701,Statistical Area Level 3 (SA3),Glenelg - Southern Grampians,2021,Males,208,"18,174",1144.5,684,1.15,73,35.1,265.9,910,55.5,38,52.1,133,82.1
SA321703,Statistical Area Level 3 (SA3),Colac - Corangamite,2017,Males,158,"19,116",826.5,582.4,0.93,61,38.6,251.1,894,51,34,55.7,150.9,79.5
SA321703,Statistical Area Level 3 (SA3),Colac - Corangamite,2018,Males,180,"19,183",938.3,636.9,1.05,60,33.3,229.4,764,43.5,30,48.4,114.5,79.6
SA321703,Statistical Area Level 3 (SA3),Colac - Corangamite,2019,Males,211,"19,248",1096.2,749.2,1.19,87,41.2,341.3,"1,216",69.2,47,55.3,198.2,79.7
SA321703,Statistical Area Level 3 (SA3),Colac - Corangamite,2020,Males,195,"19,301",1010.3,679.5,1.16,81,41.5,324,"1,249",71.1,40,49.4,164.4,79.1
SA321703,Statistical Area Level 3 (SA3),Colac - Corangamite,2021,Males,192,"19,299",994.9,651,1.09,76,39.6,299.4,"1,102",63,37,48.7,150.8,80.3
SA321704,Statistical Area Level 3 (SA3),Warrnambool,2017,Males,228,"25,135",907.1,703.7,1.12,85,37.3,283.2,"1,307",55.9,57,64.8,197.8,80.1
SA321704,Statistical Area Level 3 (SA3),Warrnambool,2018,Males,202,"25,316",797.9,624.4,1.03,69,34.2,235.2,"1,148",48.8,35,48.6,116.5,80.2
SA321704,Statistical Area Level 3 (SA3),Warrnambool,2019,Males,228,"25,455",895.7,683,1.08,96,42.1,306.1,"1,485",62.9,49,54.4,163.3,77.8
SA321704,Statistical Area Level 3 (SA3),Warrnambool,2020,Males,194,"25,605",757.7,567.6,0.97,74,38.1,231.6,980,41.4,43,58.1,143.8,79.8
SA321704,Statistical Area Level 3 (SA3),Warrnambool,2021,Males,233,"25,678",907.4,650,1.09,91,39.1,272.6,"1,378",58.3,50,54.9,149.2,79.3
SA330101,Statistical Area Level 3 (SA3),Capalaba,2017,Males,273,"37,152",734.8,752,1.2,107,39.2,264.4,"1,897",53.8,59,55.1,150.4,79.1
SA330101,Statistical Area Level 3 (SA3),Capalaba,2018,Males,232,"37,219",623.3,615.2,1.02,90,38.8,215.7,"1,445",41,43,47.8,106.2,80.2
SA330101,Statistical Area Level 3 (SA3),Capalaba,2019,Males,243,"37,203",653.2,619.2,0.98,113,46.5,269.5,"1,864",53,63,55.8,156.8,77.1
SA330101,Statistical Area Level 3 (SA3),Capalaba,2020,Males,239,"37,154",643.3,583.2,1,105,43.9,243.1,"1,596",45.6,53,50.5,128.5,78.3
SA330101,Statistical Area Level 3 (SA3),Capalaba,2021,Males,239,"36,953",646.8,559.6,0.94,98,41,218.9,"1,358",39.2,48,49,115.8,79.1
SA330102,Statistical Area Level 3 (SA3),Cleveland - Stradbroke,2017,Males,329,"42,917",766.6,557.1,0.89,116,35.3,218.6,"1,829",46.2,66,56.9,129.7,81.6
SA330102,Statistical Area Level 3 (SA3),Cleveland - Stradbroke,2018,Males,358,"43,852",816.4,591.9,0.98,136,38,248.1,"1,949",48.3,62,45.6,125.6,79.2
SA330102,Statistical Area Level 3 (SA3),Cleveland - Stradbroke,2019,Males,364,"44,808",812.4,558.8,0.89,132,36.3,216.5,"1,681",40.9,62,47,103.2,79.7
SA330102,Statistical Area Level 3 (SA3),Cleveland - Stradbroke,2020,Males,384,"45,661",841,586.3,1,129,33.6,234.6,"2,235",53.6,62,48.1,115.3,80.2
SA330102,Statistical Area Level 3 (SA3),Cleveland - Stradbroke,2021,Males,353,"46,461",759.8,491.8,0.82,127,36,200.4,"1,623",38.5,49,38.6,84.7,79.7
SA330103,Statistical Area Level 3 (SA3),Wynnum - Manly,2017,Males,208,"35,414",587.3,599.1,0.96,96,46.2,268.1,"1,648",49,53,55.2,152,76.4
SA330103,Statistical Area Level 3 (SA3),Wynnum - Manly,2018,Males,213,"35,661",597.3,612.7,1.01,93,43.7,252.6,"1,349",39.8,44,47.3,121.1,76.8
SA330103,Statistical Area Level 3 (SA3),Wynnum - Manly,2019,Males,227,"35,974",631,635.3,1.01,88,38.8,234.6,"1,304",38.2,51,58,137.8,78.9
SA330103,Statistical Area Level 3 (SA3),Wynnum - Manly,2020,Males,213,"36,326",586.4,573.6,0.98,97,45.5,255.4,"1,683",49,50,51.5,131.5,77.3
SA330103,Statistical Area Level 3 (SA3),Wynnum - Manly,2021,Males,227,"36,371",624.1,591.1,0.99,91,40.1,231.7,"1,571",45.8,48,52.7,125.4,79.1
SA330201,Statistical Area Level 3 (SA3),Bald Hills - Everton Park,2017,Males,114,"21,019",542.4,476,0.76,38,33.3,164.9,499,25.3,23,60.5,100.1,81.3
SA330201,Statistical Area Level 3 (SA3),Bald Hills - Everton Park,2018,Males,110,"21,413",513.7,457.4,0.76,34,30.9,149.5,535,26.6,18,52.9,,81
SA330201,Statistical Area Level 3 (SA3),Bald Hills - Everton Park,2019,Males,122,"21,951",555.8,469.7,0.74,36,29.5,156.2,586,28.5,16,44.4,,84.4
SA330201,Statistical Area Level 3 (SA3),Bald Hills - Everton Park,2020,Males,107,"22,429",477.1,413.8,0.71,41,38.3,173.2,608,29,17,41.5,,79.6
SA330201,Statistical Area Level 3 (SA3),Bald Hills - Everton Park,2021,Males,137,"22,743",602.4,503.5,0.84,37,27,157.5,637,30,16,43.2,,83.6
SA330202,Statistical Area Level 3 (SA3),Chermside,2017,Males,265,"35,368",749.3,651.2,1.04,94,35.5,286.8,"1,662",50.3,43,45.7,132.6,80.8
SA330202,Statistical Area Level 3 (SA3),Chermside,2018,Males,236,"35,887",657.6,552.9,0.91,75,31.8,221,"1,448",43.1,41,54.7,118.6,82.9
SA330202,Statistical Area Level 3 (SA3),Chermside,2019,Males,302,"36,363",830.5,709.9,1.13,101,33.4,290.6,"1,432",42.1,46,45.5,130.7,81.6
SA330202,Statistical Area Level 3 (SA3),Chermside,2020,Males,252,"36,768",685.4,577.2,0.99,80,31.7,229.2,"1,603",46.6,41,51.3,118.5,82.3
SA330202,Statistical Area Level 3 (SA3),Chermside,2021,Males,275,"36,767",748,616.2,1.03,94,34.2,264.2,"1,727",50.3,44,46.8,123.8,81.6
SA330203,Statistical Area Level 3 (SA3),Nundah,2017,Males,122,"20,648",590.9,673.5,1.08,63,51.6,324,"1,036",52.4,36,57.1,186.4,74.6
SA330203,Statistical Area Level 3 (SA3),Nundah,2018,Males,109,"20,991",519.3,593.8,0.98,50,45.9,253.3,767,38.2,28,56,140.1,76.2
SA330203,Statistical Area Level 3 (SA3),Nundah,2019,Males,117,"21,470",544.9,610,0.97,58,49.6,278,"1,119",54.6,31,53.4,147,75.3
SA330203,Statistical Area Level 3 (SA3),Nundah,2020,Males,86,"21,753",395.3,450.9,0.77,37,43,180.6,635,30.6,19,51.4,,77.3
SA330203,Statistical Area Level 3 (SA3),Nundah,2021,Males,112,"21,935",510.6,568.4,0.95,54,48.2,262.8,764,36.5,20,37,97.4,77.3
SA330204,Statistical Area Level 3 (SA3),Sandgate,2017,Males,238,"29,821",798.1,742.9,1.19,86,36.1,278.7,"1,222",43.5,46,53.5,150.3,79.2
SA330204,Statistical Area Level 3 (SA3),Sandgate,2018,Males,246,"30,130",816.5,767,1.27,80,32.5,259.4,"1,121",39.5,40,50,135.5,81.1
SA330204,Statistical Area Level 3 (SA3),Sandgate,2019,Males,248,"30,373",816.5,743.9,1.18,96,38.7,297.2,"1,429",50,48,50,151.8,79.3
SA330204,Statistical Area Level 3 (SA3),Sandgate,2020,Males,240,"30,501",786.9,709.1,1.22,100,41.7,309.1,"1,855",64.8,52,52,162.7,79.4
SA330204,Statistical Area Level 3 (SA3),Sandgate,2021,Males,264,"30,313",870.9,755,1.26,112,42.4,337.4,"1,714",60.4,59,52.7,183.4,78.5
SA330301,Statistical Area Level 3 (SA3),Carindale,2017,Males,151,"25,871",583.7,585.9,0.94,53,35.1,211.7,833,34,29,54.7,118.3,80.9
SA330301,Statistical Area Level 3 (SA3),Carindale,2018,Males,149,"26,170",569.4,576.4,0.95,52,34.9,205.7,836,33.7,27,51.9,109.5,81.9
SA330301,Statistical Area Level 3 (SA3),Carindale,2019,Males,142,"26,465",536.6,537.5,0.85,57,40.1,220.7,820,32.7,27,47.4,104.4,79.3
SA330301,Statistical Area Level 3 (SA3),Carindale,2020,Males,134,"26,731",501.3,496.3,0.85,48,35.8,183.3,815,32.2,30,62.5,114.4,82.3
SA330301,Statistical Area Level 3 (SA3),Carindale,2021,Males,116,"26,783",433.1,424,0.71,33,28.4,124.3,595,23.5,14,42.4,,83
SA330302,Statistical Area Level 3 (SA3),Holland Park - Yeronga,2017,Males,211,"38,142",553.2,676,1.08,91,43.1,280.5,"1,867",51,51,56,148.5,78.2
SA330302,Statistical Area Level 3 (SA3),Holland Park - Yeronga,2018,Males,193,"38,872",496.5,609.9,1.01,77,39.9,234.2,"1,460",39.1,35,45.5,109.3,80.5
SA330302,Statistical Area Level 3 (SA3),Holland Park - Yeronga,2019,Males,206,"39,612",520,631.5,1,87,42.2,259.3,"1,461",38.5,53,60.9,153.9,79.5
SA330302,Statistical Area Level 3 (SA3),Holland Park - Yeronga,2020,Males,204,"40,221",507.2,607.9,1.04,74,36.3,211.6,"1,186",30.8,35,47.3,95.5,81.1
SA330302,Statistical Area Level 3 (SA3),Holland Park - Yeronga,2021,Males,225,"40,090",561.2,647.6,1.08,88,39.1,249.4,"1,685",43.9,48,54.5,134.7,80.3
SA330303,Statistical Area Level 3 (SA3),Mt Gravatt,2017,Males,197,"37,272",528.5,538.6,0.86,71,36,202.6,"1,279",36.2,38,53.5,107.7,80.9
SA330303,Statistical Area Level 3 (SA3),Mt Gravatt,2018,Males,206,"38,042",541.5,550.9,0.91,72,35,201.5,"1,077",29.9,40,55.6,111.7,80.8
SA330303,Statistical Area Level 3 (SA3),Mt Gravatt,2019,Males,204,"38,797",525.8,533.1,0.85,76,37.3,213.3,"1,499",40.9,43,56.6,122.5,80.4
SA330303,Statistical Area Level 3 (SA3),Mt Gravatt,2020,Males,201,"39,612",507.4,497,0.85,73,36.3,197.1,"1,409",37.7,36,49.3,95.9,80.6
SA330303,Statistical Area Level 3 (SA3),Mt Gravatt,2021,Males,193,"39,828",484.6,470.5,0.79,69,35.8,188.8,"1,165",31,22,31.9,59.8,81.5
SA330304,Statistical Area Level 3 (SA3),Nathan,2017,Males,132,"20,398",647.1,716.1,1.14,44,33.3,257.4,583,30,23,52.3,132.9,82
SA330304,Statistical Area Level 3 (SA3),Nathan,2018,Males,109,"20,416",533.9,601.4,0.99,50,45.9,284.1,896,46.1,23,46,125.6,77.2
SA330304,Statistical Area Level 3 (SA3),Nathan,2019,Males,101,"20,514",492.3,533.2,0.85,38,37.6,203.8,995,50.9,21,55.3,114.7,81.2
SA330304,Statistical Area Level 3 (SA3),Nathan,2020,Males,80,"20,547",389.4,426.8,0.73,34,42.5,185.8,533,27.3,19,55.9,,78
SA330304,Statistical Area Level 3 (SA3),Nathan,2021,Males,99,"20,404",485.2,527,0.88,28,28.3,154.8,623,32.1,20,71.4,109.7,81.4
SA330305,Statistical Area Level 3 (SA3),Rocklea - Acacia Ridge,2017,Males,158,"31,572",500.4,676.8,1.08,77,48.7,282.8,"1,112",36.5,47,61,168.5,75.7
SA330305,Statistical Area Level 3 (SA3),Rocklea - Acacia Ridge,2018,Males,161,"32,093",501.7,702.1,1.16,61,37.9,209.4,"1,307",42.2,31,50.8,104.7,79.4
SA330305,Statistical Area Level 3 (SA3),Rocklea - Acacia Ridge,2019,Males,147,"32,692",449.7,611.7,0.97,59,40.1,196.8,"1,363",43.3,30,50.8,100.1,78.5
SA330305,Statistical Area Level 3 (SA3),Rocklea - Acacia Ridge,2020,Males,163,"33,472",487,660.9,1.13,67,41.1,219,"1,391",43.2,39,58.2,128,79.5
SA330305,Statistical Area Level 3 (SA3),Rocklea - Acacia Ridge,2021,Males,186,"34,165",544.4,720.1,1.21,77,41.4,245,"1,450",44.1,38,49.4,121.1,80
SA330306,Statistical Area Level 3 (SA3),Sunnybank,2017,Males,138,"26,383",523.1,588.5,0.94,53,38.4,210.2,827,32.9,23,43.4,94,79.3
SA330306,Statistical Area Level 3 (SA3),Sunnybank,2018,Males,109,"26,326",414,459.9,0.76,34,31.2,134,599,23.9,21,61.8,83.2,81.8
SA330306,Statistical Area Level 3 (SA3),Sunnybank,2019,Males,122,"26,309",463.7,505.9,0.8,47,38.5,186.8,723,28.9,21,44.7,85.8,80
SA330306,Statistical Area Level 3 (SA3),Sunnybank,2020,Males,126,"26,221",480.5,518,0.89,50,39.7,200.5,722,29.1,21,42,92.6,80
SA330306,Statistical Area Level 3 (SA3),Sunnybank,2021,Males,122,"25,771",473.4,498.4,0.83,52,42.6,210.5,"1,166",47.8,26,50,109.5,78.3
SA330401,Statistical Area Level 3 (SA3),Centenary,2017,Males,89,"16,801",529.7,582.4,0.93,31,34.8,162.4,484,30.3,14,45.2,,81.5
SA330401,Statistical Area Level 3 (SA3),Centenary,2018,Males,87,"16,733",519.9,529.7,0.88,27,31,132.9,344,21.7,10,37,,83.3
SA330401,Statistical Area Level 3 (SA3),Centenary,2019,Males,103,"16,684",617.4,570.9,0.91,43,41.7,225.1,666,42.4,21,48.8,110.4,77.9
SA330401,Statistical Area Level 3 (SA3),Centenary,2020,Males,77,"16,648",462.5,435.5,0.75,20,26,105.6,305,19.5,10,50,,83.1
SA330401,Statistical Area Level 3 (SA3),Centenary,2021,Males,124,"16,484",752.2,646.2,1.08,37,29.8,192.5,579,37.6,17,45.9,,82
SA330402,Statistical Area Level 3 (SA3),Kenmore - Brookfield - Moggill,2017,Males,118,"23,615",499.7,447,0.71,40,33.9,149,548,24.7,19,47.5,,81.3
SA330402,Statistical Area Level 3 (SA3),Kenmore - Brookfield - Moggill,2018,Males,128,"23,769",538.5,471.1,0.78,30,23.4,116.1,544,24.4,18,60,,83.6
SA330402,Statistical Area Level 3 (SA3),Kenmore - Brookfield - Moggill,2019,Males,131,"24,040",544.9,451.6,0.72,42,32.1,154.5,694,30.9,17,40.5,,81.3
SA330402,Statistical Area Level 3 (SA3),Kenmore - Brookfield - Moggill,2020,Males,148,"24,167",612.4,492.2,0.84,45,30.4,168.8,812,36.2,19,42.2,,81.8
SA330402,Statistical Area Level 3 (SA3),Kenmore - Brookfield - Moggill,2021,Males,129,"23,955",538.5,405.9,0.68,33,25.6,128.1,489,22.1,12,36.4,,83.8
SA330403,Statistical Area Level 3 (SA3),Sherwood - Indooroopilly,2017,Males,94,"26,723",351.8,418.1,0.67,35,37.2,155.3,352,13.7,19,54.3,,82.7
SA330403,Statistical Area Level 3 (SA3),Sherwood - Indooroopilly,2018,Males,108,"27,106",398.4,475.8,0.79,35,32.4,153,707,27.3,18,51.4,,81.7
SA330403,Statistical Area Level 3 (SA3),Sherwood - Indooroopilly,2019,Males,122,"27,435",444.7,521.7,0.83,38,31.1,159.4,593,22.7,15,39.5,,82.7
SA330403,Statistical Area Level 3 (SA3),Sherwood - Indooroopilly,2020,Males,107,"27,682",386.5,428.1,0.73,39,36.4,156.2,742,28.2,23,59,89.1,80.2
SA330403,Statistical Area Level 3 (SA3),Sherwood - Indooroopilly,2021,Males,116,"27,109",427.9,455.2,0.76,41,35.3,163.8,738,28.7,23,56.1,88.4,80.6
SA330404,Statistical Area Level 3 (SA3),The Gap - Enoggera,2017,Males,147,"26,009",565.2,588.7,0.94,46,31.3,183.1,591,23.9,19,41.3,,83.9
SA330404,Statistical Area Level 3 (SA3),The Gap - Enoggera,2018,Males,138,"26,371",523.3,544.8,0.9,55,39.9,215.5,867,34.6,28,50.9,110.2,78.2
SA330404,Statistical Area Level 3 (SA3),The Gap - Enoggera,2019,Males,148,"26,783",552.6,580.8,0.92,53,35.8,206.6,854,33.7,23,43.4,91.3,80.9
SA330404,Statistical Area Level 3 (SA3),The Gap - Enoggera,2020,Males,159,"27,084",587.1,603.6,1.03,52,32.7,202.6,850,33.2,28,53.8,110.6,82.1
SA330404,Statistical Area Level 3 (SA3),The Gap - Enoggera,2021,Males,156,"27,171",574.1,569.6,0.95,44,28.2,165.4,574,22.4,18,40.9,,81.5
SA330501,Statistical Area Level 3 (SA3),Brisbane Inner,2017,Males,208,"39,143",531.4,773.9,1.24,108,51.9,332.8,"2,615",69,68,63,203,72.5
SA330501,Statistical Area Level 3 (SA3),Brisbane Inner,2018,Males,161,"41,190",390.9,553.6,0.92,89,55.3,256.1,"2,121",53.2,52,58.4,139.5,72.1
SA330501,Statistical Area Level 3 (SA3),Brisbane Inner,2019,Males,191,"43,323",440.9,629.4,1,105,55,289.3,"2,064",49.3,57,54.3,149.2,72.9
SA330501,Statistical Area Level 3 (SA3),Brisbane Inner,2020,Males,183,"45,422",402.9,565.1,0.97,94,51.4,242.7,"2,009",45.8,53,56.4,134.2,74.4
SA330501,Statistical Area Level 3 (SA3),Brisbane Inner,2021,Males,205,"45,625",449.3,611.6,1.02,106,51.7,271.4,"2,165",49.2,55,51.9,135.5,74.1
SA330502,Statistical Area Level 3 (SA3),Brisbane Inner - East,2017,Males,83,"21,538",385.4,624.7,1,40,48.2,211.5,843,40.3,20,50,94.2,76.2
SA330502,Statistical Area Level 3 (SA3),Brisbane Inner - East,2018,Males,78,"21,816",357.5,534.5,0.88,39,50,210.6,740,35,17,43.6,,75
SA330502,Statistical Area Level 3 (SA3),Brisbane Inner - East,2019,Males,82,"22,163",370,570.1,0.9,34,41.5,178.1,587,27.3,19,55.9,,78
SA330502,Statistical Area Level 3 (SA3),Brisbane Inner - East,2020,Males,83,"22,396",370.6,506,0.87,48,57.8,241,882,40.7,22,45.8,106.3,71.5
SA330502,Statistical Area Level 3 (SA3),Brisbane Inner - East,2021,Males,93,"22,228",418.4,600.6,1.01,43,46.2,222.1,484,22.5,14,32.6,,76.2
SA330503,Statistical Area Level 3 (SA3),Brisbane Inner - North,2017,Males,171,"46,676",366.4,517.6,0.83,84,49.1,205.8,"1,860",41.2,48,57.1,119.2,75.5
SA330503,Statistical Area Level 3 (SA3),Brisbane Inner - North,2018,Males,165,"48,091",343.1,472.9,0.78,75,45.5,177.6,"1,246",26.8,39,52,90.3,77.4
SA330503,Statistical Area Level 3 (SA3),Brisbane Inner - North,2019,Males,227,"49,469",458.9,624.8,0.99,103,45.4,233.4,"2,053",43,54,52.4,119.4,77.4
SA330503,Statistical Area Level 3 (SA3),Brisbane Inner - North,2020,Males,231,"50,541",457.1,609.5,1.04,101,43.7,224.8,"1,621",33.3,55,54.5,119.3,76.6
SA330503,Statistical Area Level 3 (SA3),Brisbane Inner - North,2021,Males,235,"50,401",466.3,587.6,0.98,114,48.5,255,"2,346",48.5,65,57,146.3,75.5
SA330504,Statistical Area Level 3 (SA3),Brisbane Inner - West,2017,Males,100,"29,716",336.5,515.2,0.82,47,47,192.2,624,21.7,24,51.1,96.8,75.8
SA330504,Statistical Area Level 3 (SA3),Brisbane Inner - West,2018,Males,84,"30,110",279,398.2,0.66,43,51.2,163.3,783,26.9,15,34.9,,72.8
SA330504,Statistical Area Level 3 (SA3),Brisbane Inner - West,2019,Males,121,"30,478",397,545.4,0.86,65,53.7,241.3,"1,179",40,32,49.2,116,74.1
SA330504,Statistical Area Level 3 (SA3),Brisbane Inner - West,2020,Males,95,"30,779",308.7,408.5,0.7,50,52.6,181.3,790,26.6,19,38,,73.6
SA330504,Statistical Area Level 3 (SA3),Brisbane Inner - West,2021,Males,110,"30,541",360.2,486.4,0.81,39,35.5,137.7,795,27,22,56.4,76.9,80
SA330601,Statistical Area Level 3 (SA3),Cairns - North,2017,Males,134,"27,326",490.4,596.5,0.95,76,56.7,254.5,"1,181",44.9,39,51.3,133.2,72
SA330601,Statistical Area Level 3 (SA3),Cairns - North,2018,Males,167,"27,785",601,726.7,1.2,89,53.3,293.5,"1,732",64.9,50,56.2,172.4,73.9
SA330601,Statistical Area Level 3 (SA3),Cairns - North,2019,Males,151,"28,177",535.9,612,0.97,74,49,214,"1,013",37.6,34,45.9,103.7,75.5
SA330601,Statistical Area Level 3 (SA3),Cairns - North,2020,Males,169,"28,586",591.2,637.6,1.09,76,45,229.7,"1,218",44.8,30,39.5,95,75.9
SA330601,Statistical Area Level 3 (SA3),Cairns - North,2021,Males,164,"28,737",570.7,561.5,0.94,75,45.7,210.2,982,36.1,27,36,81.2,76
SA330602,Statistical Area Level 3 (SA3),Cairns - South,2017,Males,370,"52,041",711,786.7,1.26,193,52.2,350.5,"3,582",72,104,53.9,191.9,74
SA330602,Statistical Area Level 3 (SA3),Cairns - South,2018,Males,372,"52,584",707.4,741.4,1.23,206,55.4,363.2,"3,520",70.2,107,51.9,193.9,72.8
SA330602,Statistical Area Level 3 (SA3),Cairns - South,2019,Males,409,"53,032",771.2,780.4,1.24,233,57,404.8,"4,142",82.1,133,57.1,235.5,72.9
SA330602,Statistical Area Level 3 (SA3),Cairns - South,2020,Males,370,"53,405",692.8,685.8,1.18,199,53.8,341.6,"3,709",73.3,98,49.2,171.7,72.6
SA330602,Statistical Area Level 3 (SA3),Cairns - South,2021,Males,428,"53,289",803.2,777.5,1.3,213,49.8,367.9,"4,070",80.8,92,43.2,164.1,75.1
SA330603,Statistical Area Level 3 (SA3),Innisfail - Cassowary Coast,2017,Males,182,"18,315",993.7,824,1.32,91,50,441.2,"1,779",104.7,57,62.6,297.1,75
SA330603,Statistical Area Level 3 (SA3),Innisfail - Cassowary Coast,2018,Males,166,"18,378",903.3,696.5,1.15,78,47,331.2,"1,207",70.9,43,55.1,189.9,75.8
SA330603,Statistical Area Level 3 (SA3),Innisfail - Cassowary Coast,2019,Males,178,"18,382",968.3,718.8,1.14,74,41.6,304.7,"1,040",61.3,36,48.6,164.2,78.8
SA330603,Statistical Area Level 3 (SA3),Innisfail - Cassowary Coast,2020,Males,186,"18,453",1008,749.8,1.29,85,45.7,370.3,"1,337",78.8,49,57.6,213.8,76.4
SA330603,Statistical Area Level 3 (SA3),Innisfail - Cassowary Coast,2021,Males,184,"18,416",999.1,707.6,1.19,76,41.3,314,"1,152",68.2,35,46.1,156.1,77.7
SA330604,Statistical Area Level 3 (SA3),Port Douglas - Daintree,2017,Males,58,"6,175",939.3,836.5,1.34,26,44.8,332.9,430,74.2,18,69.2,,76.7
SA330604,Statistical Area Level 3 (SA3),Port Douglas - Daintree,2018,Males,46,"6,178",744.6,627.5,1.04,24,52.2,302.6,370,64.1,14,58.3,,74.5
SA330604,Statistical Area Level 3 (SA3),Port Douglas - Daintree,2019,Males,48,"6,230",770.5,597.2,0.95,26,54.2,300.6,322,55.6,12,46.2,,72.5
SA330604,Statistical Area Level 3 (SA3),Port Douglas - Daintree,2020,Males,53,"6,264",846.1,617.1,1.06,34,64.2,395.4,485,83.7,20,58.8,266.7,70.5
SA330604,Statistical Area Level 3 (SA3),Port Douglas - Daintree,2021,Males,60,"6,297",952.8,700.9,1.17,32,53.3,363.1,475,81.8,17,53.1,,74.3
SA330605,Statistical Area Level 3 (SA3),Tablelands (East) - Kuranda,2017,Males,211,"20,634",1022.6,721.9,1.15,101,47.9,395.1,"1,659",88.2,49,48.5,199.3,76.2
SA330605,Statistical Area Level 3 (SA3),Tablelands (East) - Kuranda,2018,Males,236,"20,941",1127,799.3,1.32,106,44.9,421.3,"1,889",99.1,62,58.5,262.8,76.6
SA330605,Statistical Area Level 3 (SA3),Tablelands (East) - Kuranda,2019,Males,197,"21,158",931.1,612.1,0.97,100,50.8,341.4,"1,469",76.6,46,46,181.3,74.8
SA330605,Statistical Area Level 3 (SA3),Tablelands (East) - Kuranda,2020,Males,234,"21,435",1091.7,718.4,1.23,102,43.6,358.8,"1,685",86.9,45,44.1,166.4,79.1
SA330605,Statistical Area Level 3 (SA3),Tablelands (East) - Kuranda,2021,Males,215,"21,579",996.3,643.9,1.08,94,43.7,333.9,"1,406",72.4,56,59.6,222.4,77.3
SA330701,Statistical Area Level 3 (SA3),Darling Downs (West) - Maranoa,2017,Males,171,"22,994",743.7,678.3,1.08,84,49.1,325.5,"1,337",61.9,50,59.5,200.2,75.4
SA330701,Statistical Area Level 3 (SA3),Darling Downs (West) - Maranoa,2018,Males,194,"22,875",848.1,768.4,1.27,80,41.2,313.2,"1,650",76.9,44,55,182.1,78
SA330701,Statistical Area Level 3 (SA3),Darling Downs (West) - Maranoa,2019,Males,224,"22,820",981.6,857.5,1.36,97,43.3,359.5,"1,511",70.7,58,59.8,226.6,77
